طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,غربی,شرقی,شمالی,جنوبی,code
2,145,3,1,نا مشخص,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10333471
1,94,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333473
3,100,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10266712
4,47,1,1,MDF,ايرانی,سراميک,0,0,1,1,0,0,0,0,10333474
4,68,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10333478
4,43,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10333481
4,66,1,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,1,0,10255887
5,67,1,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,0,1,10333501
2,63,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333503
5,150,3,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333504
3,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10333505
4,75,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10218056
4,54,1,1,هایگلاس,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333508
2,60,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333511
3,70,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,3931899
6,132,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10092055
3,72,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10246566
4,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10132847
3,59,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333518
11,101,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10249591
2,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333525
3,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333526
5,125,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333528
1,66,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10333531
6,69,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333532
4,128,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,0,10333533
2,108,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333534
3,133,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333539
5,94,2,1,MDF,فرنگی,سراميک,1,0,1,1,0,0,0,1,10333540
4,61,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333546
2,65,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10333550
2,78,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333551
2,108,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333558
3,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10333561
3,58,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,0,10333562
4,83,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10333563
2,85,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333564
4,95,2,1,MDF,ايراني فرنگي,سراميک,0,0,1,0,0,0,1,0,10333573
2,81,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333574
3,41,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10333575
4,71,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10333577
2,89,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10333579
3,42,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10333581
4,89,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333586
4,100,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10333590
زیرهمكف,33,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10246700
3,250,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,3959918
1,127,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10253405
1,66,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333619
2,75,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10333621
2,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,10181050
4,40,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10333623
5,73,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333631
1,62,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10333641
4,90,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333643
5,160,3,1,فلزي,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,3968483
زیر همكف,40,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10333655
4,130,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10301865
4,65,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10273923
2,140,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10302151
5,81,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10273015
5,72,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,1,10041244
همكف,57,1,1,MDF,ايرانی,سراميک,1,0,0,1,1,0,0,0,10333676
5,90,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,1,0,0,10268123
4,98,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,1,0,0,10268122
زیرهمكف,54,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10130700
3,57,1,1,MDF,ايرانی,سراميک,0,0,1,1,1,0,0,1,10333680
5,60,1,1,چوبي,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333683
6,75,2,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,0,1,10123752
4,67,2,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,1,0,3976485
1,173,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,1,0,0,0,10134935
1,83,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10274894
2,193,3,1,چوبي,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10333702
1,63,1,1,MDF,ايرانی,لامنيت,1,0,1,0,0,0,0,1,10333711
1,89,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,1,0,1,10333715
2,185,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333717
4,66,1,1,MDF,نامشخص,سراميک,1,0,1,0,0,0,0,1,10333720
5,104,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,1,0,0,1,10333722
3,123,3,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10333723
14,133,3,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333724
1,62,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,1,0,0,0,10333729
4,60,1,1,MDF,ايرانی,سراميک,1,0,0,1,1,0,0,0,10333731
4,79,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10180869
4,60,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333738
2,115,2,1,MDF,ايراني فرنگي,سنگ,1,0,0,1,1,0,0,0,10333740
4,86,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10268495
2,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10243431
2,80,2,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333744
3,53,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10265272
2,94,1,1,فلزي,ايرانی,پارکت,0,0,0,1,0,0,0,1,10243211
3,40,1,0,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10122171
4,70,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10053496
1,93,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10268479
4,67,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10259245
1,63,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10333752
11,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10333753
4,56,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10275196
3,62,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10333768
5,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333770
2,64,1,1,MDF,ايرانی,موزائيک,0,0,1,0,0,0,1,0,10274454
4,36,1,1,MDF,ايرانی,سراميک,0,0,0,0,0,0,0,1,10333774
3,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10333776
4,135,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333789
4,70,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10276006
2,105,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10175915
7,76,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10180533
3,110,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10333793
1,54,1,0,نيمه مبله,ايراني فرنگي,پارکت سنگ,1,0,1,0,0,0,0,1,10333795
4,77,2,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,0,0,10120907
2,125,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10259981
1,117,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10269812
4,64,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,0,10125284
2,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10297609
همكف,100,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10333806
2,66,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10242446
3,55,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10273972
3,137,3,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,1,1,0,0,10146715
1,58,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10249579
1,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333846
4,75,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10333849
2,185,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10333850
زیرهمكف,55,1,1,MDF,فرنگی,سراميک,1,0,1,0,0,0,0,1,10333856
1,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10148037
4,75,2,1,هایگلاس,ايرانی,پارکت,1,0,1,0,0,0,1,0,10200278
3,85,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10217908
4,82,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10250322
3,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10251120
5,63,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333865
4,105,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333870
1,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333873
1,84,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10333875
4,114,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333883
2,152,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10269275
3,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333886
3,57,1,1,MDF,ايرانی,پارکت,1,0,1,1,0,0,1,0,10149025
1,60,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10333889
2,81,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10333891
5,70,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333907
مختلف,60,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10333910
3,51,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333912
3,80,1,1,چوبي فلزي,ايراني فرنگي,سنگ,1,0,0,0,0,0,0,0,10333915
5,74,2,1,MDF,فرنگی,سراميک,1,0,1,0,0,0,0,1,10333923
2,88,3,1,MDF,ايرانی,PVC,1,0,1,0,0,0,1,0,10333950
1,72,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,10299924
3,75,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10333968
3,185,3,1,فرنيش,ايراني فرنگي,سنگ,0,0,1,1,1,0,0,1,10298314
1,94,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10201389
2,124,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10253973
9,130,2,0,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10077200
3,57,1,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,0,1,10267618
1,61,1,0,MDF,ايراني فرنگي,سراميک,0,0,1,0,0,0,0,0,10250944
4,110,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10334005
4,82,2,1,MDF,فرنگی,سنگ,1,0,0,1,0,0,0,1,10263179
4,83,2,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,1,0,10334011
2,58,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10334039
1,90,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10274639
1,115,2,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10247997
2,79,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,3441997
1,95,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10274703
2,92,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,2893905
3,60,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10266249
2,115,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10334056
1,92,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10246526
2,72,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10104165
5,118,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10334057
2,70,2,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10334046
4,100,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10334067
2,97,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10124757
5,143,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10150732
2,158,3,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,1,0,10334070
3,65,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10334071
3,150,3,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10271207
5,87,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10276318
3,89,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10274936
1,124,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10276441
4,45,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10252446
2,106,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10299487
1,98,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10256059
4,54,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10334094
6,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10276565
3,42,1,0,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,10334101
2,69,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10334102
2,131,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10334105
5,153,3,1,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,1,1,3463918
2,94,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10121938
1,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10298858
2,54,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10334125
3,57,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10334126
1,110,2,1,MDF,ايرانی,نا مشخص,1,0,0,1,1,1,0,0,10126607
13,103,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,1,0,0,0,10334128
1,60,1,1,MDF,ايرانی,پارکت,1,0,1,0,0,0,0,1,10297557
2,61,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10334133
3,72,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10334137
3,130,2,2,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10203416
5,80,2,1,MDF,فرنگی,سراميک,1,0,0,0,0,0,1,0,10202675
4,68,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,1,0,0,1,10334140
3,90,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10257311
1,75,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,3830272
3,146,3,2,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10124602
1,126,3,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,0,10182478
3,57,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10334150
1,133,2,2,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10334151
2,136,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10274548
3,107,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10274549
3,210,3,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10244292
همكف,100,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,1,0,10334154
5,62,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10334156
1,42,1,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,0,1,10334159
3,111,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10246840
2,81,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10260804
1,134,3,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10145479
2,120,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10268346
2,123,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,1,0,1,10203828
3,108,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,1,3243535
2,133,2,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10258502
2,130,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10118657
9,167,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10272058
3,120,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10271977
5,100,2,0,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10272500
5,134,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,10205576
همكف,105,2,1,فلزي,ايراني فرنگي,پارکت,0,0,1,0,0,0,0,1,10334196
2,62,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10202259
1,59,1,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,10274715
2,92,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10299866
1,150,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10254417
1,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10273432
4,67,1,1,MDF,ايرانی,موکت,0,0,1,1,0,0,0,1,3961803
4,54,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10259962
1,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10273630
4,51,1,1,MDF,فرنگی,پارکت,0,0,1,1,0,0,0,1,10334206
4,135,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10274414
همكف,114,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10266202
1,100,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10269822
همكف,102,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,10334217
4,91,2,1,MDF,ايراني فرنگي,لامنيت,0,0,1,1,0,0,1,0,10334220
4,111,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10333461
1,72,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10126382
3,68,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10251768
5,84,2,1,چوبي,ايراني فرنگي,لامنيت,1,0,1,1,0,0,0,1,10186938
2,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,1,0,0,10334231
2,73,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10334232
همكف,64,1,1,MDF,ايرانی,پارکت,0,0,1,1,0,0,0,0,10334238
14,108,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,0,0,0,1,0,10334239
3,140,2,1,MDF,فرنگی,سراميک,1,0,1,1,0,0,0,1,10334242
4,80,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,3819427
2,79,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10175988
5,128,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10244084
3,107,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10334265
5,80,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10334271
3,44,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10334272
2,84,2,1,MDF,فرنگی,پارکت,1,0,1,1,0,0,0,0,10334273
2,86,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10334284
3,46,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10334294
3,72,2,1,MDF,ايرانی,پارکت,1,0,1,1,0,0,0,1,10334295
4,90,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10334296
7,108,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10243775
3,128,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10267787
4,63,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10334301
1,56,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10334302
3,74,2,1,MDF,ايراني فرنگي,نا مشخص,1,0,1,1,0,0,1,0,10334303
4,72,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10334304
3,91,2,2,فلزي,ايرانی,سراميک,1,0,1,0,0,0,0,1,10334325
1,93,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10334345
1,65,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10334350
1,140,3,1,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,1,0,10334351
2,75,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10334362
2,100,2,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,1,0,10334364
12,312,4,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10334370
1,62,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10123938
1,78,1,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,1,10240681
4,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10334403
4,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10275800
4,67,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10202633
4,59,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,3571842
5,116,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,0,1,10175387
4,82,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10266077
2,102,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,1,1,0,0,3976556
1,35,1,0,دلخواه,ايرانی,سراميک,1,0,1,1,0,0,0,1,10250889
1,60,1,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,1,0,10334415
3,53,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10334419
1,63,1,1,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,10334420
2,68,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,3843436
5,140,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10274752
1,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10274915
4,85,2,1,MDF,ايراني فرنگي,سنگ,1,0,0,1,0,0,0,1,10183583
4,115,2,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,3317696
1,77,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10251560
4,55,1,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,1,0,3992503
3,100,2,1,MDF,فرنگی,سراميک,1,0,1,1,0,0,0,1,10103436
5,105,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10264082
10,179,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10252540
10,280,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10115576
6,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10271254
4,81,2,1,MDF,ايرانی,سنگ,1,0,0,0,0,0,0,1,3972974
1,192,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10268591
6,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10268603
2,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10334432
2,60,2,1,MDF,ايراني فرنگي,سراميک,0,0,1,0,0,0,0,1,10252931
5,145,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10256324
3,70,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,0,10269018
1,285,6,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10116421
