Unnamed: 0,کد ملک,تاریخ,آدرس,زیربنا,طبقه,سن بنا,قیمت واحد,قیمت کل
,10298618,1403/02/27,تهرانپارس خ استخر پارك پلیس,82,2,8,109750000,9000000000
,10298605,1403/02/27,هنگام شمیران نو,38,همكف,22,48680000,1850000000
,10298594,1403/02/27,جشنواره نرسیده به خ زهدی,50,1,17,46000000,2300000000
,10298593,1403/02/27,جشنواره خ زهدی,50,1,17,64000000,3200000000
,10298591,1403/02/27,تهرانپارس بلوار پروین خ خدابنده,85,5,2,97640000,8300000000
,10298590,1403/02/27,فرجام بلوار طباطبائی نسب,65,2,10,95380000,6200000000
,10298588,1403/02/27,جشنواره خ احسان,45,همكف,6,28880000,1300000000
,10180841,1403/02/27,تهرانپارس خ 114,80,4,20,75000000,6000000000
,10128629,1403/02/27,حكیمیه كوی دانشگاه فاز یك,70,2,20,69000000,4830000000
,10003472,1403/02/27,جشنواره كوی احسان,78,4,20,48710000,3800000000
,10298570,1403/02/27,مینی سیتی شهرك محلاتی,97,3,20,123711000,12000000000
,3773104,1403/02/27,جشنواره خ درختی,41,2,17,84140000,3450000000
,10298568,1403/02/27,نیاوران كاشانك,80,3,16,162500000,13000000000
,10298566,1403/02/27,ظفر زرگنده خ دانشگر خ حیدری,84,3,7,153571000,12900000000
,10245278,1403/02/27,اوین خ هشترودی,162,3,0,195061000,31600000000
,3757007,1403/02/27,فرجام غربی میدان صدم,100,2,16,75000000,7500000000
,3840317,1403/02/26,صادقیه خ خسرو شمالی,105,1,0,145000000,15225000000
,10271249,1403/02/26,كن چهارراه شیدا,97,3,17,70103000,6800000000
,10276151,1403/02/26,شهرك راه اهن میدان ساحل,76,3,6,94736000,7200000000
,10298560,1403/02/26,چیتگر پهنه C,90,9,4,77000000,6930000000
,10253100,1403/02/26,نیرو هوایی خ چهارم,100,1,11,110000000,11000000000
,3892847,1403/02/26,سبلان شمالی خ آزادی,116,5,3,60344000,7000000000
,10180953,1403/02/26,سبلان جنوبی نرسیده به خ شهسوارانی,76,3,25,50657000,3850000000
,10259185,1403/02/26,سبلان شمالی خ صمدی,63,4,10,63492000,4000000000
,10298530,1403/02/26,شهرك راه آهن بلواركوهك,154,1,10,108441000,16700000000
,10298529,1403/02/26,اشرفی اصفهانی خ سیمون بولیوار,115,1,0,140000000,16100000000
,3966972,1403/02/26,انتهای همت غرب دریاچه,130,3,0,100000000,13000000000
,10260384,1403/02/26,شهرك راه آهن بلوارساحل,76,3,20,84210000,6400000000
,10298506,1403/02/26,پیروزی بلوار ابوذر پل اول,58,3,20,60344000,3500000000
,3977142,1403/02/26,پونك خ سردار جنگل جنوب انتهای خ بهار غربی,75,1,20,120000000,9000000000
,10298500,1403/02/26,انتهای همت غرب بلوار اردستانی,103,5,10,68446000,7050000000
,10269296,1403/02/26,جلفا خ كاویان,77,2,20,168831000,13000000000
,10260710,1403/02/26,شهران جنوبی میدان الغدیر,88,2,0,110000000,9680000000
,10180249,1403/02/26,تهرانپارس فلكه سوم خ شهید خدابنده,150,3,1,126000000,18900000000
,10298498,1403/02/26,تهرانپارس فلكه 4,107,2,23,76630000,8200000000
,10121061,1403/02/26,تهرانپارس خ 160شرقی,135,1,10,111850000,15100000000
,10298497,1403/02/26,تهران پارس خ استخر خ 244,65,2,4,100000000,6500000000
,10261698,1403/02/26,نارمك خ ثانی,203,4,2,135000000,27405000000
,10298495,1403/02/26,دروازه شمیران كفایی امانی,72,3,17,61111000,4400000000
,10219332,1403/02/26,بزرگراه رسالت نرسیده به خ مدائن,62,2,10,96774000,6000000000
,10298491,1403/02/26,سبلان شمالی نرسیده به ك موسوی,64,1,28,58593000,3750000000
,10206526,1403/02/26,شهرك راه آهن بلوار كوهك,86,4,7,98837000,8500000000
,10273674,1403/02/26,خواجه نظام خ اجاره دار,94,3,30,50000000,4700000000
,10245867,1403/02/26,اشرفی اصفهانی سیمون بولیوار فكوری,156,3,5,116000000,18096000000
,10149629,1403/02/26,جنت آباد مركزی خ امام حسین,140,4,0,140000000,19600000000
,10298488,1403/02/26,نظام آباد خ مدنی جنوبی خ فتاحی,46,3,10,75000000,3450000000
,10254190,1403/02/26,ستاری پیامبر,75,1,25,90666000,6800000000
,10298487,1403/02/26,خواجه نظام خ اجاره دار,57,1,10,60526000,3450000000
,10127133,1403/02/26,شهرك راه آهن بلواركوهك,137,10,7,130000000,17810000000
,10218432,1403/02/26,انتهای همت غرب بلوار پژوهش,270,27,0,85185000,23000000000
,3822783,1403/02/26,جشنواره خ درختی خ طالبی آهوئی,70,4,25,60000000,4200000000
,10269107,1403/02/26,مجیدیه شمالی خ استاد حسن بنا,108,2,20,70000000,7560000000
,10177287,1403/02/26,دولت نرسیده به بلوار كاوه,80,4,18,110000000,8800000000
,10266460,1403/02/26,تهرانپارس بلوار پروین خ 202,78,1,9,84610000,6600000000
,10258523,1403/02/26,دروس خ زمرد,68,1,26,153284000,10500000000
,10266447,1403/02/26,تهرانپارس خ توحید,60,3,22,91660000,5500000000
,3967251,1403/02/26,تهرانپارس خ طاهری,108,4,20,82000000,8856000000
,10200963,1403/02/26,تهرانپارس شرقی بلوار پروین خ 212,80,1,10,72500000,5800000000
,10258802,1403/02/26,ستاری شمالی خ محبان الائمه,145,3,0,150000000,21750000000
,10247943,1403/02/26,پونك بلوار همیلا,102,زیرهمكف,12,122549000,12500000000
,10298475,1403/02/26,بزرگراه رسالت خ حیدرخانی,110,5,0,136363000,15000000000
,10298474,1403/02/26,بزرگراه رسالت خ هادی,56,2,16,92857000,5200000000
,10253622,1403/02/26,شهران شمالی كوهسار,110,6,7,90909000,10000000000
,10298469,1403/02/26,نارمك خ برادران صادقی,72,3,20,92361000,6650000000
,10115051,1403/02/26,جشنواره خ احسان,70,3,12,60000000,4200000000
,10250895,1403/02/26,بلوارمرزداران خ ناهید,138,5,16,113043000,15600000000
,10264079,1403/02/26,بزرگراه رسالت نرسیده به بزرگراه باقری جنب بازارچه ترنج,60,2,15,75000000,4500000000
,10298458,1403/02/26,نارمك خ سمنگان,78,3,30,76923000,6000000000
,10298004,1403/02/26,نارمك خ ایت,163,4,20,115000000,18745000000
,10179502,1403/02/26,ستارخان خ صحرائی,162,4,30,90000000,14580000000
,3168456,1403/02/26,طرشت خ حبیب اله میدان تیموری,80,1,5,150000000,12000000000
,10298431,1403/02/26,پلیس خ كلیم كاشانی,55,1,24,81818000,4500000000
,10298419,1403/02/26,هنگام شمیران نو خ نونوار شرقی,85,3,1,88230000,7500000000
,10052657,1403/02/26,هنگام استقلال خ عامره ای,95,همكف,22,73684000,7000000000
,10298401,1403/02/26,جنت آباد شاهین شمالی,63,2,20,114280000,7200000000
,10275623,1403/02/26,تهرانپاس خ 150,83,4,16,83132000,6900000000
,10298390,1403/02/26,پیروزی بلوار ابوذر پل دوم,49,3,17,80612000,3950000000
,10298376,1403/02/26,شهر آرا بین امام منتظر و منصوری كیا,95,2,6,130000000,12350000000
,10298366,1403/02/26,میدان شهدا خ قادری,85,4,0,129410000,11000000000
,10298362,1403/02/26,خواجه نظام خ اجاره دار,100,2,30,57000000,5700000000
,10298356,1403/02/26,خواجه نظام خ اجاره دار خ ماندگار,66,3,7,70000000,4620000000
,10298351,1403/02/26,تهرانپارس بلوار پروین خ 139,60,4,18,53330000,3200000000
,10274238,1403/02/26,تهرانپارس خ وفادار شرقی خ بهشتی,60,1,0,85000000,5100000000
,10298331,1403/02/26,حكیمیه بلوار بهار شكوفه دوم,141,6,6,100000000,14100000000
,10268586,1403/02/26,خواجه نصیر میدان سپاه,55,3,16,65818000,3620000000
,10298311,1403/02/26,تهرانپارس فلكه سوم خ میرزازاده,92,1,16,115000000,10580000000
,10298306,1403/02/26,نظام آباد خ مدنی جنوبی خ فتحنائی,59,3,20,61016000,3600000000
,10268280,1403/02/26,الهیه گلنار خ ماهرو,230,6,7,250000000,57500000000
,10298297,1403/02/26,نبردجنوبی خ ده حقی,71,3,11,67605000,4800000000
,10264254,1403/02/26,گلبرگ غربی خ ابراهیم نژاد,75,2,9,106666000,8000000000
,10298280,1403/02/26,گلبرگ غربی خ بزرگیان,60,1,8,116666000,7000000000
,10298272,1403/02/26,فرجام غربی نرسیده به میدان 39,54,4,13,87037000,4700000000
,10298261,1403/02/26,شهید عراقی ك همیشه بهار شرقی,112,2,4,158482000,17750000000
,10257805,1403/02/26,اكباتان خ نفیسی,110,5,5,112720000,12400000000
,10298259,1403/02/26,هنگام شمیران نو,103,1,3,60000000,6180000000
,10264405,1403/02/26,خواجه نصیر پایین تر از میدان سپاه,78,1,17,76923000,6000000000
,10298250,1403/02/26,شهرزیبا خ اندیشه شمالی,56,3,16,117850000,6600000000
,10298249,1403/02/26,تهرانپارس بین چهارراه شاهد و رسالت,80,4,13,85625000,6850000000
,10298247,1403/02/26,تهرانپارس خ 216,60,4,10,100000000,6000000000
,10264768,1403/02/26,تهرانپارس خ 188,102,2,0,115000000,11730000000
,10264546,1403/02/26,تهرانپارس خ 198,45,1,18,86660000,3900000000
,3908338,1403/02/26,تهرانپارس خ 180,116,6,0,120000000,13920000000
,10298242,1403/02/26,یوسف آباد خ فتحی شقاقی,123,2,30,65040000,8000000000
,10133819,1403/02/26,حكیمیه فاز 3,124,4,1,105000000,13020000000
,10298241,1403/02/26,شهرك غرب بلوار دریا,61,2,4,229508000,14000000000
,3352238,1403/02/26,تهران پارس فلكه 3 خ 196 شرقی,97,4,30,76280000,7400000000
,10298238,1403/02/26,سراج كوچه بقائی,80,3,13,77500000,6200000000
,10187702,1403/02/26,هنگام بالاتراز سازمان آب,78,1,11,80120000,6250000000
,10252194,1403/02/25,جنت آباد خ شاهد,78,3,6,121794000,9500000000
,10255987,1403/02/25,اقدسیه موحددانش,105,1,0,160000000,16800000000
,10217264,1403/02/25,شهرك غرب هرمزان فاز 2,150,2,30,200000000,30000000000
,10247310,1403/02/25,ستاری خ اخلاص,90,1,1,140000000,12600000000
,3668273,1403/02/25,ستاری خ اخلاص,101,4,1,140000000,14140000000
,10199964,1403/02/25,ایت اله كاشانی خ مهران,117,5,18,115384000,13500000000
,10116779,1403/02/25,ستاری حصارك,125,1,22,36000000,4500000000
,10199655,1403/02/25,بلوار فردوس شرق خ ولیعصر,115,1,30,173913000,20000000000
,10253070,1403/02/25,مفتح جنوبی نرسیده به ك جار,138,3,30,75000000,10350000000
,10218096,1403/02/25,نیرو هوایی خ مسیل جاجرود,76,2,0,94736000,7200000000
,10270008,1403/02/25,شمس اباد خ شهید كرد,134,4,16,77000000,10318000000
,10298178,1403/02/25,جشنواره نرسیده به خ زهدی,73,5,13,75000000,5475000000
,3565380,1403/02/25,تهرانپارس خ 198شرقی,52,4,18,69230000,3600000000
,10298158,1403/02/25,نارمك خ گلشن دوست,69,4,17,67391000,4650000000
,10200632,1403/02/25,جشنواره خ گودرزی,123,1,0,110000000,13530000000
,10165036,1403/02/25,جشنواره خ احسان,89,3,7,70780000,6300000000
,10266282,1403/02/25,حكیمیه خ خرم,108,2,1,92590000,10000000000
,10266256,1403/02/25,تهران پارس بلوار پروین خ 196 خ 133,150,4,0,86660000,13000000000
,3586376,1403/02/25,اتوبان بابایی شهرك بهشتی,97,19,2,97930000,9500000000
,10266242,1403/02/25,تهران پارس بلوار پروین خ 190,131,5,0,95000000,12445000000
,10115439,1403/02/25,سبلان جنوبی نبش ك انصارالحسین,65,2,12,73846000,4800000000
,10200693,1403/02/25,حكیمیه سازمان آب,98,2,0,85000000,8330000000
,10199895,1403/02/25,اتوبان بابایی شهرك شهپریان,95,9,7,96840000,9200000000
,10093069,1403/02/25,جشنواره خ درختی,137,4,1,94890000,13000000000
,10258311,1403/02/25,آیت الله كاشانی خ مهران,264,5,5,189393000,50000000000
,10265798,1403/02/25,جشنواره خ طالبی آهوئی,53,3,22,60370000,3200000000
,10249055,1403/02/25,جشنواره خ طالبی آهویی,78,4,10,82050000,6400000000
,10269086,1403/02/25,بزرگراه رسالت خ استاد حسن بنا,120,4,0,90000000,10800000000
,10247725,1403/02/25,حكیمیه نرسیده به خ گلریز,120,1,4,110000000,13200000000
,10298138,1403/02/25,سراج كوچه نجفی اصفهانی,57,2,17,61400000,3500000000
,10298137,1403/02/25,سراج كوچه نجفی اصفهانی,104,2,17,61400000,3500000000
,10298128,1403/02/25,بلوار كشاورز فلسطین شمالی,70,همكف,30,80000000,5600000000
,10298124,1403/02/25,قنات كوثر كوچه یكم,108,1,3,105000000,11340000000
,10298119,1403/02/25,قنات كوثر بلوار مطهری,90,مختلف,0,135000000,12150000000
,10298116,1403/02/25,تهرانپارس خ توحید,102,1,14,85000000,8670000000
,10248422,1403/02/25,میدان رسالت خ درویشی,52,4,17,67300000,3500000000
,3970621,1403/02/25,تهران پارس خ 162 شرقی,141,مختلف,1,135000000,19035000000
,10298103,1403/02/25,پیچ شمیران خ حقوقی,53,2,25,81132000,4300000000
,10298098,1403/02/25,تهرانپارس بلوار پروین بین 133و135,45,3,17,80000000,3600000000
,10298094,1403/02/25,جشنواره خ احسان,64,2,5,66400000,4250000000
,10298092,1403/02/25,تهرانپارس بین گیو و كادوس,67,3,22,63430000,4250000000
,10298088,1403/02/25,تهرانپارس فلكه اول,95,2,17,104210000,9900000000
,10298075,1403/02/25,خواجه نظام خ اجاره دار خ ارامنه,40,1,18,72500000,2900000000
,10264292,1403/02/25,ولیعصر پائین تراز منیریه خ فروزش,44,3,16,52045000,2290000000
,10298059,1403/02/25,هنگام شمیران نو,60,1,12,40000000,2400000000
,10298057,1403/02/25,بزرگراه محلاتی خ شهمیرزادی,60,4,17,61660000,3700000000
,10298042,1403/02/25,نبردجنوبی نرسیده به ده حقی,98,2,10,75510000,7400000000
,10264158,1403/02/25,اكباتان كوی بیمه,68,8,12,75730000,5150000000
,10265458,1403/02/25,تهرانپارس بلوار پروین خ 216,139,5,11,83000000,11537000000
,10298032,1403/02/25,حكیمیه خ سازمان آب,111,3,12,75000000,8325000000
,10247041,1403/02/25,جشنواره خ زهدی,112,4,17,65000000,7280000000
,10130178,1403/02/25,تهرانپارس بین فلكه سوم و چهارم كوچه 216,75,همكف,20,92000000,6900000000
,10262853,1403/02/25,تهرانپارس بلوار پروین خ 218,117,1,4,76920000,9000000000
,3570206,1403/02/25,تهرانپارس میدان پروین خ شبستری,84,2,10,77380000,6500000000
,10298021,1403/02/25,پیروزی خ نبردشمالی,63,1,20,71428000,4500000000
,10122469,1403/02/25,چیتگر جنوبی بلوار پژوهش,139,11,0,90000000,12510000000
,10264150,1403/02/25,تهرانپارس بلوار پروین بین خ 139 و 137,57,1,18,61403000,3500000000
,3969094,1403/02/25,تهران پارس فلكه 1,60,4,8,95000000,5700000000
,10298005,1403/02/25,یوسف آباد خ بیستون,148,3,30,97972000,14500000000
,10264148,1403/02/25,شهران جنوبی بالاتراز مسجد قائم آل محمد,73,2,20,102739000,7500000000
,10297997,1403/02/25,مالك اشتر خ دستغیب,88,2,0,70000000,6160000000
,10297990,1403/02/24,نامجو خ سلمان فارسی,52,زیرهمكف,25,36346000,1890000000
,10219088,1403/02/24,بزرگراه محلاتی عارف شمالی,72,4,12,50000000,3600000000
,10259179,1403/02/24,آیت الله كاشانی اباذر,210,2,14,130000000,27300000000
,10052407,1403/02/24,گلبرگ غربی خ گلشن دوست,103,3,2,80000000,8240000000
,10219344,1403/02/24,گلبرگ غربی خ كرمان,61,همكف,30,75000000,4575000000
,3835466,1403/02/24,سبلان شمالی خ فتاحی,53,3,15,67924000,3600000000
,10178594,1403/02/24,نظام آباد خ مدنی جنوبی,41,4,20,60975000,2500000000
,10297925,1403/02/24,انتهای همت غرب شهرك مروارید,160,10,0,81250000,13000000000
,3457608,1403/02/24,تهرانپارس 4راه تهرانپارس,113,3,12,75220000,8500000000
,10297920,1403/02/24,انتهای همت غرب شهرك شهید خرازی,117,6,1,90000000,10530000000
,10297918,1403/02/24,چیتگر بلوار پژوهش,130,22,2,110000000,14300000000
,10270322,1403/02/24,گلبرگ غربی خ نوروزی فرد,43,4,12,74418000,3200000000
,10297912,1403/02/24,شهرزیبا میدان الغدیر,87,11,0,126436000,11000000000
,10134062,1403/02/24,جشنواره میدان رهبر خ رجایی,38,همكف,15,32890000,1250000000
,10297903,1403/02/24,ولیعصر نرسیده به ك فخاری,67,3,7,114925000,7700000000
,10273008,1403/02/24,انتهای همت غرب شهرك خرازی,111,12,0,72072000,8000000000
,10297891,1403/02/24,پیچ شمیران خ صفی علیشاه,56,4,18,67857000,3800000000
,10272201,1403/02/24,ستاری جنوب پیامبر غربی,130,1,0,150000000,19500000000
,10297881,1403/02/24,تهران پارس خ 196 غربی خ طاهری شمالی,75,3,23,100000000,7500000000
,10297878,1403/02/24,تهران پارس خ استخر,86,4,8,93020000,8000000000
,10266262,1403/02/24,اتوبان بابایی شهرك بهشتی,106,6,0,99000000,10494000000
,10297875,1403/02/24,نظام آباد خ مدنی جنوبی,44,3,18,61363000,2700000000
,10272284,1403/02/24,بزرگراه رسالت خ كرمان جنوبی,53,3,22,60377000,3200000000
,10297873,1403/02/24,دلاوران والائیان,85,4,1,90000000,7650000000
,10297872,1403/02/24,وحیدیه خ نبیئیان,103,4,8,63106000,6500000000
,10273452,1403/02/24,پاسداران نیستان,190,2,20,152631000,29000000000
,10254311,1403/02/24,حكیمیه خ سحر,101,1,2,88000000,8888000000
,3910501,1403/02/24,حكیمیه فاز 3,108,6,3,101850000,11000000000
,3970236,1403/02/24,نامجو خ سلمان فارسی,82,4,7,79000000,6478000000
,10297834,1403/02/24,جشنواره خ زهدی,74,5,8,85130000,6300000000
,10297831,1403/02/24,تهران پارس ك خبازی,122,2,1,120000000,14640000000
,10297830,1403/02/24,هفده شهریور جنوبی پایین تر از تیردوقلو,62,3,10,47580000,2950000000
,10297821,1403/02/24,تهران پارس بلوار پروین خ 218 شرقی,58,2,18,61206000,3550000000
,10297817,1403/02/24,بریانك خ محمدیان,86,4,14,64534000,5550000000
,10164507,1403/02/24,تهرانپارس خ 216,110,5,0,125450000,13800000000
,10297814,1403/02/24,نظام آباد خ مدنی جنوبی,83,3,0,80000000,6640000000
,10259822,1403/02/24,تهرانپارس بلوار پروین بین 133 و 135,52,2,21,73070000,3800000000
,10297804,1403/02/24,پونك سردارجنگل,85,4,12,94110000,8000000000
,10297787,1403/02/24,سراج كوچه گلها,63,5,8,79200000,4990000000
,10297736,1403/02/24,چیتگر سروآزاد,120,6,0,83330000,10000000000
,10297721,1403/02/24,هفده شهریور جنوبی خ منصور شرقی خ انورزاده جنوبی,67,3,18,29850000,2000000000
,10297720,1403/02/24,خواجه نظام خ اجاره دار,66,2,20,63636000,4200000000
,10297715,1403/02/24,پیروزی خ نبرد شمالی,51,1,13,82352000,4200000000
,10297688,1403/02/24,بزرگراه محلاتی چهارراه میثم خ كیانی,41,1,20,65853000,2700000000
,10297687,1403/02/24,تهرانپارس خ بهار خ 107,125,2,2,156000000,19500000000
,10297686,1403/02/24,بزرگراه محلاتی خ كیانی خ پوردكانی,57,2,25,63157894,3600000000
,10297681,1403/02/24,نبردجنوبی خ ده حقی,56,2,20,64285000,3600000000
,10297675,1403/02/24,بلوار ابوذر جنوبی پل ششم,64,همكف,19,65625000,4200000000
,10297673,1403/02/24,اشرفی اصفهانی باغ فیض خ صبح دوست,65,4,23,86153000,5600000000
,10255918,1403/02/24,میدان امام حسین خ ایرانمهر خ منتظری,58,3,22,52586000,3050000000
,10297662,1403/02/24,نارمك خ چمن غربی,214,2,0,200000000,42800000000
,3994420,1403/02/24,نارمك خ دردشت,63,زیرهمكف,18,66666000,4200000000
,10263708,1403/02/24,نیاوران جمال آباد,161,5,3,248447000,40000000000
,10297642,1403/02/24,نارمك خ ثانی شرقی,96,همكف,30,93750000,9000000000
,10297636,1403/02/24,جنت آباد مركزی خ عسگری,96,2,13,118000000,11328000000
,10205975,1403/02/24,اكباتان خ فلسفی,85,2,18,94117000,8000000000
,10255215,1403/02/24,اكباتان بیمه,105,1,4,80950000,8500000000
,10266229,1403/02/24,یوسف آباد خ جهان آرا,117,1,30,145299000,17000000000
,10297628,1403/02/24,خواجه نظام خ اجاره دار,59,4,29,60000000,3540000000
,10297626,1403/02/24,تهرانپارس خ استخر,68,1,14,69110000,4700000000
,10297621,1403/02/24,تهرانپارس بلوار پروین خ محبی فر,49,1,14,79590000,3900000000
,10264543,1403/02/24,تهرانپارس بلوار پروین خ 212,40,4,17,75000000,3000000000
,10180954,1403/02/24,حكیمیه سازمان آب,67,3,15,82080000,5500000000
,10265696,1403/02/24,فرجام خ حیدرخانی,107,5,23,84110000,9000000000
,3528880,1403/02/24,قنات كوثر خ یازدهم,86,2,2,145340000,12500000000
,10246205,1403/02/23,نیاوران میدان باهنر خ جبلی,202,4,7,198019000,40000000000
,10297600,1403/02/23,شهرك راه آهن بعد از دانشگاه علوم انتظامی,111,1,15,75000000,8325000000
,10297571,1403/02/23,شهران خ مطهری,112,3,0,138392000,15500000000
,10297570,1403/02/23,سبلان جنوبی نرسیده به ك اسكندری,63,1,11,60317000,3800000000
,10297563,1403/02/23,نامجو نرسیده به ك شهید شیخ,56,2,27,64285000,3600000000
,10259162,1403/02/23,مجیدیه جنوبی خ حسینی,89,4,2,105617000,9400000000
,10297553,1403/02/23,یوسف آباد خ مدبر,124,5,10,145161000,18000000000
,10257223,1403/02/23,مجیدیه جنوبی خ استاد حسن بنا,57,همكف,20,78947000,4500000000
,10297524,1403/02/23,شهرك راه آهن میدان المپیك,70,2,19,80000000,5600000000
,10297522,1403/02/23,شهرك راه آهن بلواركوهك,103,2,1,106796000,11000000000
,10297520,1403/02/23,پونك سردارجنگل شمالی,106,3,21,96000000,10176000000
,10297516,1403/02/23,انتهای همت غرب شهرك خرازی,113,16,1,85840000,9700000000
,10256066,1403/02/23,كوی فراز بالاتر از بن بست مینا,157,6,9,160000000,25120000000
,10297512,1403/02/23,جنت آباد خ بنفشه,115,5,12,121739000,14000000000
,10297506,1403/02/23,شهرك راه آهن بلوار كوهك,92,3,7,104347000,9600000000
,10121958,1403/02/23,جمالزاده شمالی خ والعصر,74,3,12,85135000,6300000000
,10297497,1403/02/23,شهران بلوار كوهسار,80,2,5,106250000,8500000000
,10260806,1403/02/23,اشرفی اصفهانی شهرك نفت,60,2,15,115000000,6900000000
,3884032,1403/02/23,كن ك اسدآبادی,104,1,30,70480000,7330000000
,10297491,1403/02/23,انتهای همت غرب بلوار 47,154,1,12,81168000,12500000000
,10297474,1403/02/23,بزرگراه رسالت خ حیدرخانی,76,2,15,86184000,6550000000
,3534594,1403/02/23,نیروی دریائی خ هفتم آذر,100,3,20,85000000,8500000000
,10297458,1403/02/23,تهران پارس بلوار پروین خ 196 شرقی خ 133 شمالی,80,4,10,78750000,6300000000
,10297452,1403/02/23,حكیمیه فاز 3,132,4,0,109840000,14500000000
,10244969,1403/02/23,جنت آباد جنوبی خ شاهین شمالی,107,3,27,80000000,8560000000
,10175425,1403/02/23,خ دماوند خ محمد داوود عاشقباه,58,2,20,61034000,3540000000
,10297446,1403/02/23,پیروزی خ تاجری,46,2,30,58695000,2700000000
,10297441,1403/02/23,تهران پارس خ 156 غربی,120,3,7,122500000,14700000000
,3300441,1403/02/23,شهران جنوبی نرسیده به ك مهستان,102,1,12,102941000,10500000000
,10297436,1403/02/23,ستارخان خ كاشانی پور,141,2,2,125000000,17625000000
,10249353,1403/02/23,اشرفی اصفهانی شهرك نفت,75,3,12,75000000,5625000000
,10269236,1403/02/23,حكیمیه خ والفجر,122,2,1,98360000,12000000000
,10259255,1403/02/23,وحیدیه خ زركش خ گلستان,135,1,2,102000000,13770000000
,10274336,1403/02/23,تهرانپارس بلوار پروین بین پروین و131,80,3,17,78750000,6300000000
,10260484,1403/02/23,تهرانپارس میدان پروین بین بلوار و 131,67,4,30,62680000,4200000000
,10297424,1403/02/23,تهران پارس خ استخر,64,5,15,85150000,5450000000
,10276649,1403/02/23,جنت آباد شمالی خ ایرانشهر شمالی,78,2,12,76923000,6000000000
,10272260,1403/02/23,شهرك راه آهن خ زیبا دشت,118,2,1,125000000,14750000000
,10253849,1403/02/23,شهرك غرب بلوار دریا,130,1,0,230769000,30000000000
,10266317,1403/02/23,تهرانپارس توحید شمالی,143,5,19,108390000,15500000000
,10268698,1403/02/23,تهرانپارس فلكه چهارم,73,3,16,61640000,4500000000
,10297411,1403/02/23,تهران پارس وفادار خ الله اكبر,58,5,0,86200000,5000000000
,10254403,1403/02/23,جنت آباد مركزی شاهین شمالی,94,1,2,159574000,15000000000
,3297829,1403/02/23,تهرانپارس بالاتر از باقری خ 142,80,4,30,400000000,16400000000
,10240741,1403/02/23,بزرگراه بابایی شهرك شهید بهشتی,140,3,18,92850000,13000000000
,10181306,1403/02/23,تهران پارس بین گیو وبلوار,70,5,18,78570000,5500000000
,10253394,1403/02/23,تهرانپارس بلوار پروین كوچه مولائی,65,3,18,61530000,4000000000
,10176828,1403/02/23,تهرانپارس خ وفادار,58,1,12,94820000,5500000000
,10297388,1403/02/23,نبرد جنوبی خ علامه جنوبی,76,2,22,85526000,6500000000
,10252408,1403/02/23,بزرگراه محلاتی خ كیانی,50,2,20,62000000,3100000000
,10297384,1403/02/23,هفده شهریور جنوبی خ شیرازی,90,2,12,60000000,5400000000
,10258863,1403/02/23,حكیمیه بلوار فجر,119,1,3,92430000,11000000000
,10297379,1403/02/23,هفده شهریور جنوبی خ آیت الله سعیدی,40,همكف,20,55000000,2200000000
,10268940,1403/02/23,تهران پارس فلكه 4 خ 220,82,1,25,91460000,7500000000
,10297377,1403/02/23,پیروزی خ پرستار,78,3,7,90000000,7020000000
,10297372,1403/02/23,پیروزی خ پیچك,58,2,23,48275000,2800000000
,10297369,1403/02/23,بلوار ابوذر جنوبی خ بهشتی,110,5,0,90909000,10000000000
,10145655,1403/02/23,اشرفی اصفهانی شهرك نفت,92,3,18,116304000,10700000000
,10251908,1403/02/23,پیروزی خ كرمان روبروی بیمارستان مردم,61,4,16,62295000,3800000000
,3279319,1403/02/23,سراج والائیان جنوبی,94,2,20,69140000,6500000000
,10297316,1403/02/23,هروی حسین اباد خ افتخاریان,90,2,14,138888000,12500000000
,10297309,1403/02/23,بزرگراه محلاتی خ الله اكبر شمالی,51,4,3,70000000,3570000000
,10297307,1403/02/23,تهرانپارس بلوار پروین خ 137,35,5,0,38570000,1350000000
,10219648,1403/02/23,شهراراء خ پاتریس,55,1,10,150000000,8250000000
,10276029,1403/02/23,دریان نو نرسیده به خ 9,105,3,12,111904000,11750000000
,10297262,1403/02/23,جشنواره بلوار احسان,82,2,20,54870000,4500000000
,10297250,1403/02/23,بزرگراه ارتش بلوار اوشان خ شفیعی,94,3,13,132978000,12500000000
,10297192,1403/02/23,وحیدیه تسلیحات,114,4,16,74561000,8500000000
,10242835,1403/02/23,خواجه عبداله انصاری نرسیده به ك دوم,58,1,20,108620000,6300000000
,10263488,1403/02/23,نارمك میدان هفت حوض,63,4,14,88000000,5544000000
,10297182,1403/02/23,وحیدیه نرسیده به ك مبین علی,58,3,7,61206000,3550000000
,10263301,1403/02/23,اكباتان فاز2,180,5,30,77770000,14000000000
,10178595,1403/02/23,هنگام شمیران نو نونوار غربی,55,زیرهمكف,14,25180000,1385000000
,10297158,1403/02/23,وحیدیه نرسیده به خ مبین علی,53,4,22,52830000,2800000000
,10297155,1403/02/23,تهرانپارس خ 212 شرقی,95,3,6,114730000,10900000000
,10297154,1403/02/23,پیروزی بلوار پاسدارگمنام,50,3,23,53000000,2650000000
,10297153,1403/02/23,اتوبان بابایی شهرك شهید بهشتی,81,7,11,80240000,6500000000
,10265377,1403/02/23,تهران پارس بین باقری و اردیبهشت,78,5,15,101280000,7900000000
,10297149,1403/02/23,تهرانپارس خ سجده ای شمالی,94,3,17,90420000,8500000000
