Unnamed: 0,کد ملک,تاریخ,آدرس,زیربنا,طبقه,سن بنا,قیمت واحد,قیمت کل
,10148871,1403/04/14,تهرانپارس خ 218,53,3,20,80180000,4250000000
,10348392,1403/04/14,نبرد جنوبی نرسیده به بقائی,64,2,20,57812000,3700000000
,10348384,1403/04/14,تهرانپارس خ اردیبهشت جنوبی,59,5,18,72880000,4300000000
,10322430,1403/04/14,ظفر زرگنده خ حیدری,86,1,0,165116000,14200000000
,10164573,1403/04/14,شمس اباد خ محمودی,67,1,7,97014000,6500000000
,10150541,1403/04/14,مجاهدین اسلام نرسیده به ك بهنام,64,زیرهمكف,20,62500000,4000000000
,10261473,1403/04/14,دروس خ چیذری,161,3,1,248447000,40000000000
,10175871,1403/04/14,تهرانپارس فلكه چهارم,60,3,17,75000000,4500000000
,10348378,1403/04/14,دلاوران خ سوم,58,1,10,85340000,4950000000
,10348375,1403/04/14,فرجام غربی خ عبادی,58,3,17,60340000,3500000000
,10348371,1403/04/14,بزرگراه رسالت خ كرمان,68,3,30,70000000,4760000000
,10348368,1403/04/14,هنگام شمیران نو,73,3,7,33970000,2480000000
,10348367,1403/04/14,دلاوران تكاوران جنوبی,92,2,10,80430000,7400000000
,10274311,1403/04/14,دلاوران خ هشتم,112,1,2,99550000,11150000000
,10252354,1403/04/13,وحیدیه خ بخت آزاد,115,3,4,66956000,7700000000
,3586580,1403/04/13,سبلان شمالی مسیل باختر,92,3,0,92391000,8500000000
,10272161,1403/04/13,نظام آّباد خ مدنی جنوبی خ رجبی,85,4,6,70000000,5950000000
,10249092,1403/04/13,نظام آباد خ مدنی جنوبی خ بخشی فرد,66,1,16,68181000,4500000000
,10348349,1403/04/13,جلفا خ ارسباران,73,3,30,116438000,8500000000
,10297734,1403/04/13,طرشت خ اكبری خ ناهید,70,4,28,80000000,5600000000
,10297674,1403/04/13,ستارخان خ بهبودی ك مستعانیه,150,2,0,110000000,16500000000
,10348343,1403/04/13,هنگام نرسیده به فرجام,125,1,7,128000000,16000000000
,3931617,1403/04/13,پیچ شمیران تقاطع شریعتی,110,3,30,70000000,7700000000
,10273948,1403/04/13,دربند بالاتر از امامزاده قاسم,50,3,16,70000000,3500000000
,10179950,1403/04/13,سبلان شمالی خ طاووسی,50,3,9,70000000,3500000000
,10203374,1403/04/13,شمس اباد خ شهید كرد,50,4,15,83000000,4150000000
,10348336,1403/04/13,جنت آباد جنوبی چهارباغ غربی خ نمازی جنوبی,88,1,8,147000000,12936000000
,10348335,1403/04/13,تهران پارس شهرك شاهد,60,3,9,81660000,4900000000
,3287465,1403/04/13,امیر آباد كارگرشمالی بعد از فاطمی,262,3,30,76335000,20000000000
,10091224,1403/04/13,ولنجك خ 26,195,3,0,260000000,50700000000
,10335538,1403/04/13,سوهانك بعد از دانشگاه آزاد,110,3,14,118181000,13000000000
,10263782,1403/04/13,مینی سیتی شهرك محلاتی,135,1,22,170370000,23000000000
,10247605,1403/04/13,تهران پارس بین باقری و اردیبهشت,78,2,0,103840000,8100000000
,10348327,1403/04/13,تهران پارس خ 146,78,4,17,78200000,6100000000
,3836582,1403/04/13,تهرانپارس خ 105,70,4,21,71420000,5000000000
,10131034,1403/04/13,مجیدیه جنوبی خ همایی,106,4,30,70754000,7500000000
,10347348,1403/04/13,شهرری خ بیات 24 متری,62,4,20,42741000,2650000000
,10122735,1403/04/13,تهرانپارس 216 غربی,88,1,9,90900000,8000000000
,10348305,1403/04/13,تهران پارس میدان پروین خ 133,47,3,12,61700000,2900000000
,10348302,1403/04/13,تهران پارس پایین تر از میدان شاهد,56,3,10,89280000,5000000000
,10348298,1403/04/13,معلم ك جلالی ك نكو دقت,94,3,24,60638000,5700000000
,10348297,1403/04/13,آیت اله كاشانی سازمان برنامه شمالی,108,1,23,140740000,15200000000
,10348296,1403/04/13,بزرگراه رسالت 16 متری دوم شمالی,92,4,18,86956000,8000000000
,10276580,1403/04/13,تهرانپارس خ 218 شرقی,84,همكف,30,77380000,6500000000
,10348292,1403/04/13,وحیدیه نرسیده به ملاباقری,69,1,11,65942000,4550000000
,10348291,1403/04/13,خاوران خ سابوته,48,3,9,52500000,2520000000
,10334264,1403/04/13,جشنواره خ محمدی,58,1,11,75000000,4350000000
,10335228,1403/04/13,شهرك مسعودیه ك 11,60,3,1,61666000,3700000000
,10334234,1403/04/13,نظام آباد خ مدنی جنوبی,90,4,9,80000000,7200000000
,10335313,1403/04/13,وحیدیه نرسیده به ك خدپور,52,2,16,61000000,3172000000
,10348260,1403/04/13,جشنواره خ درختی,41,4,19,67070000,2750000000
,10261601,1403/04/13,وحیدیه خ بخت آزاد,50,4,1,85000000,4250000000
,10348255,1403/04/13,بزرگراه محلاتی جنب ورزشگاه سعیدی,50,4,11,49800000,2490000000
,3889766,1403/04/13,اتوبان بابایی شهرك شهیدبهشتی,95,15,0,96840000,9200000000
,10348245,1403/04/13,پیروزی بالاتراز خ صفا,57,1,6,70175000,4000000000
,10348237,1403/04/13,بزرگراه محلاتی خ ده حقی,114,5,10,78947000,9000000000
,10348232,1403/04/13,اتوبان بابایی شهرك بهشتی,107,4,0,110280000,11800000000
,10348227,1403/04/13,اتوبان بابایی شهرك بهشتی,103,9,4,97080000,10000000000
,10297898,1403/04/13,تهران پارس بلوار پروین خ خدابنده,43,2,7,95340000,4100000000
,10298171,1403/04/13,گلبرگ شرقی خ دردشت,146,2,0,116438000,17000000000
,10348211,1403/04/13,خواجه نصیر خ سرباز,35,1,27,77142000,2700000000
,10348205,1403/04/13,حكیمیه فاز 1,125,5,1,105000000,13125000000
,10297913,1403/04/13,نارمك خ گلشن دوست,80,5,18,80000000,6400000000
,10348189,1403/04/13,جشنواره بین سیری و میوه,70,5,6,75500000,5285000000
,10243623,1403/04/13,قنات كوثر بلوار استقلال,100,3,19,75000000,7500000000
,10259814,1403/04/13,یوسف آباد نرسیده به خ 27,60,2,20,163930000,10000000000
,10200282,1403/04/13,تهرانپارس بلوار پروین 196شرقی,111,1,6,71170000,7900000000
,10348185,1403/04/13,تهرانپارس بین دوم و سوم خ ریحانچی,116,4,18,96550000,11200000000
,10253231,1403/04/13,بلوارمرزداران خ گلستان,124,5,21,120000000,14880000000
,10301972,1403/04/13,تهرانپارس خ 196 شرقی,115,1,0,94780000,10900000000
,10181467,1403/04/13,شریعتی بالاتر از پل رومی خ رضایی,106,1,24,188679000,20000000000
,10254561,1403/04/13,ستارخان خ جهانی نسب,148,3,4,114864000,17000000000
,10206337,1403/04/13,بهارستان ظهیرالسلام,49,2,17,63265000,3100000000
,10259107,1403/04/13,تهران پارس بلوار پروین,86,4,18,68600000,5900000000
,10258875,1403/04/13,هنگام شمیران نو,45,همكف,12,27777000,1250000000
,10217711,1403/04/13,سراج كوی بهار,140,مختلف,0,100000000,14000000000
,10348120,1403/04/13,میرداماد خ كازرون شمالی,127,1,18,94488000,12000000000
,10348114,1403/04/13,نارمك خ 46متری,70,2,15,74285000,5200000000
,10165129,1403/04/13,فرجام خ حیدرخانی,54,1,16,87592000,4730000000
,10348089,1403/04/13,مجیدیه جنوبی خ امامیان,65,2,11,100000000,6500000000
,10348088,1403/04/13,طرشت میدان خبر نگار خ علی حسین مردی,60,3,11,105000000,6300000000
,10348087,1403/04/13,شمس آباد بلوار بیژن,48,4,11,110416000,5300000000
,10348080,1403/04/13,بزرگراه ارتش بلواراوشان خ مژدی,100,4,16,128000000,12800000000
,10348074,1403/04/13,تهرانپارس شاهد خ شیرود,63,2,4,70630000,4450000000
,10348072,1403/04/13,تهرانپارس فلكه سوم خ 194,100,4,12,105000000,10500000000
,10322197,1403/04/13,نامجو شیخ صفی,60,3,23,63330000,3800000000
,10348061,1403/04/13,یوسف آباد خ ك دهم,65,2,10,146153000,9500000000
,10184229,1403/04/13,تهرانپارس خ استخر,82,9,15,63410000,5200000000
,10348047,1403/04/13,بلوارمرزداران خ اطاعتی جنوبی,73,3,25,113690000,8300000000
,10348045,1403/04/13,سعادت آباد نرسیده به آسمان سوم,138,4,1,224637000,31000000000
,3408090,1403/04/13,تهرانپارس بین فلكه دوم وسوم خ 184,87,4,30,102290000,8900000000
,10348037,1403/04/13,ظفر نرسیده به خ پیوندی,163,3,15,128834000,21000000000
,10348035,1403/04/13,فرجام خ عبادی,98,5,6,87000000,8526000000
,10348032,1403/04/13,میرداماد خ حصاری,129,همكف,30,147286000,19000000000
,10348029,1403/04/13,سعادت آباد نرسیده به خ آسمان ها,103,1,7,162135000,16700000000
,10348028,1403/04/13,فرجام نرسیده به چهارراه حیدرخانی,60,2,11,96660000,5800000000
,10348025,1403/04/13,فرجام غربی خ حیدرخانی,105,2,0,114280000,12000000000
,10261860,1403/04/13,فرجام غربی اردیبهشت,108,1,30,101850000,11000000000
,10186819,1403/04/12,سهروردی شمالی خ اندیشه,148,5,4,108108000,16000000000
,10180768,1403/04/12,بزرگراه ارتش شهرك لاله,135,3,10,150000000,20250000000
,10276448,1403/04/12,تهرانپارس خ 113,111,4,0,128000000,14208000000
,10297762,1403/04/12,بلوار فردوس خ ولیعصر,93,3,20,103763000,9650000000
,10348013,1403/04/12,گلبرگ شرقی دردشت خ عابدی,52,4,10,110576000,5750000000
,10276309,1403/04/12,گلبرگ شرقی خ دردشت,103,1,30,121359000,12500000000
,10145292,1403/04/12,تهران ویلا ك هورفر,89,2,30,89887000,8000000000
,10256212,1403/04/12,خ دماوند خ افشاری,70,زیرهمكف,26,50000000,3500000000
,10348016,1403/04/12,آزادی نرسیده به خ عزیزی,55,2,0,125000000,6875000000
,10348015,1403/04/12,آزادی نرسیده به خ عزیزی,110,2,0,120000000,13200000000
,10052444,1403/04/12,شهران شمالی خ اسحاقی,60,3,20,93333000,5600000000
,10203277,1403/04/12,جشنواره شهرك فیلیپس,81,4,16,73170000,6000000000
,10271591,1403/04/12,تهرانپارس خ 150,156,5,10,129487000,20200000000
,10268499,1403/04/12,نظام آباد خ مدنی جنوبی خ محمودی,122,2,2,65573000,8000000000
,10348012,1403/04/12,نظام آباد خ مدنی جنوبی خ فتحنایی,56,3,0,71428000,4000000000
,10272703,1403/04/12,تهرانپارس خ 216شرقی,155,1,8,129032000,20000000000
,10243665,1403/04/12,اشرفی اصفهانی باغ فیض,111,2,15,105000000,11655000000
,10220189,1403/04/12,تهرانپارس بین اردیبهشت و باقری,92,1,11,85869000,7900000000
,10348011,1403/04/12,تهرانپارس فلكه سوم,133,2,25,90225000,12000000000
,10322221,1403/04/12,تهرانپارس فلكه 4,73,همكف,17,68493000,5000000000
,10241226,1403/04/12,اتوبان بابایی شهرك البرز,98,10,7,86734000,8500000000
,10263288,1403/04/12,جشنواره خ زهدی,64,2,8,80000000,5120000000
,10270699,1403/04/12,تهرانپارس فلكه 4,72,همكف,17,69444000,5000000000
,10076997,1403/04/12,تهران پارس خ گلشنی,113,1,30,153061000,15000000000
,10346613,1403/04/12,تهرانپارس بلوار اردیبهشت شمالی,50,1,12,94000000,4700000000
,10273712,1403/04/12,شهرك راه آهن بلوار كوهك,97,4,4,100510000,9750000000
,10276449,1403/04/12,تهران پارس بین گیو و بلوار,115,5,0,121739000,14000000000
,10200450,1403/04/12,تهران پارس بلوار پروین ك 200,57,4,27,70000000,3990000000
,3908880,1403/04/12,تهران پارس فلكه اول,65,1,22,86153000,5600000000
,10334831,1403/04/12,تهران پارس خ استخر,80,3,13,81250000,6500000000
,10276582,1403/04/12,تهرانپارس خ تنهاجو,82,4,20,85000000,6970000000
,10347997,1403/04/12,تهرانسر اصلی بلوار اصلی,95,3,11,75000000,7125000000
,10347996,1403/04/12,بلوار كشاورز روبروی هتل اسپیناس,117,1,1,120000000,14040000000
,10275449,1403/04/12,نظام آباد خ مدنی جنوبی خ فتاحی منش,63,3,17,50793000,3200000000
,10347993,1403/04/12,جمهوری نبش چنگیزی,68,4,19,57350000,3900000000
,10007364,1403/04/12,وحیدیه خ نبیئیان,110,1,0,72000000,7920000000
,10248719,1403/04/12,مجیدیه جنوبی خ استاد حسن بنا,60,همكف,25,91666000,5500000000
,10276597,1403/04/12,تهرانپارس بین سوم و چهارم,64,1,16,85937000,5500000000
,10347986,1403/04/12,كن سولقان,65,1,10,40769000,2650000000
,10250673,1403/04/12,پیروزی خ نظری,90,3,0,100000000,9000000000
,10347976,1403/04/12,پونك خ اورك,94,5,0,171276000,16100000000
,10347972,1403/04/12,جنت آباد شمالی میدان شهریار,132,1,20,181818000,24000000000
,10262133,1403/04/12,پیروزی شكوفه ك خوشرو,64,3,12,67187000,4300000000
,10347967,1403/04/12,معلم خ آقابیگی,90,4,0,150000000,13500000000
,10296527,1403/04/12,تهران نو خ منوچهری,114,1,0,130000000,14820000000
,10347966,1403/04/12,نامجو نرسیده به خ اناركی,45,همكف,25,68888000,3100000000
,10276406,1403/04/12,هروی خ پناهی نیا,145,2,2,110344000,16000000000
,10347958,1403/04/12,هفده شهریور ك عطایی,63,2,13,64285000,4050000000
,10347955,1403/04/12,جمهوری خ یاسری,74,2,22,67560000,5000000000
,10132483,1403/04/12,مجاهدین اسلام روبروی مجلس,65,4,17,69230000,4500000000
,10347952,1403/04/12,پلیس خ ادیبی,100,4,20,102000000,10200000000
,10165138,1403/04/12,نارمك خ ثانی,77,1,14,87012000,6700000000
,10297663,1403/04/12,نارمك خ چمن غربی,187,5,0,200000000,37400000000
,10297660,1403/04/12,نارمك میدان 73,90,2,0,160000000,14400000000
,10268780,1403/04/12,شریعتی بهارشیراز خداپرست,125,همكف,28,100000000,12500000000
,10347946,1403/04/12,اشرفی اصفهانی باغ فیض خ امیرابراهیم,83,1,10,137951000,11450000000
,10175515,1403/04/12,نارمك خ ارشی,83,3,20,78313000,6500000000
,10271702,1403/04/12,گلبرگ شرقی خ دردشت,82,5,11,95000000,7790000000
,3789414,1403/04/12,شهرآراء خ شوریده,116,5,18,103448000,12000000000
,3585859,1403/04/12,هنگام شمیران نو,50,همكف,15,37000000,1850000000
,10347935,1403/04/12,جنت آباد مركزی بلوار بعثت,83,6,5,103610000,8600000000
,10347932,1403/04/12,شهرك راه آهن دهكده المپیك,138,5,9,79710000,11000000000
,10347922,1403/04/12,آیت الله كاشانی خ شالی,142,5,23,119718000,17000000000
,10347900,1403/04/12,ستارخان توحید خ پرچم,55,4,24,109090000,6000000000
,10347899,1403/04/12,ستارخان خ باقرخان خ كاج جنوبی,100,1,4,120000000,12000000000
,10347894,1403/04/12,طرشت شمالی خ حسن بیات,80,2,17,85620000,6850000000
,10271051,1403/04/12,نیاوران خ بوكان,98,همكف,30,168367000,16500000000
,10347885,1403/04/12,تهران نو بالاتراز پل خاقانی خ صدقیان,65,1,21,84615000,5500000000
,10347882,1403/04/12,بزرگراه محلاتی خ صفری,42,4,30,44047000,1850000000
,10347880,1403/04/12,خ دماوند خ رجبی,71,زیرهمكف,30,40140000,2850000000
,10347879,1403/04/12,پیروزی نبرد شمالی بالاتر از چهارراه ائمه اطهار,120,2,2,90000000,10800000000
,10245195,1403/04/12,سعادت آباد صرافهای جنوبی,100,1,15,149000000,14900000000
,10347871,1403/04/12,پیروزی خ نبردشمالی,60,4,15,75000000,4500000000
,10347866,1403/04/12,نبرد جنوبی خ آقاجانلو,65,4,27,47692000,3100000000
,10347864,1403/04/12,نامجو خ شیخ صفی,57,4,14,82105000,4680000000
,10347860,1403/04/12,نامجو نرسیده به ك نیافر,81,4,20,53086000,4300000000
